trade_id,signal_id,strategy,symbol,broker_symbol,direction,model,signal_time_utc,entry_time_utc,exit_time_utc,signal_price,entry_price,fill_price,structural_stop,effective_stop,stop_price,initial_risk,destination_target,active_target,destination_reward_risk_at_fill,exit_price,exit_reason,status,outcome,r,realized_r,peak_r,mfe_r,mae_r,partial_banked,partial_fraction,remaining_fraction,final_stop_price,final_stop_r,bars_held_5m,spread_at_fill_points,spread_at_fill_price,spread_pct_of_initial_risk,entry_zone_id,destination_zone_id,campaign_zone_count,stop_basis
trade-13ea3ac73025db45,13ea3ac73025db45,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-20T04:45:00Z,2026-02-20T04:45:00Z,2026-02-20T07:30:00Z,0.594489723,0.59465,0.59465,0.5941002935,0.5941002935,0.5941002935,0.0005497065,0.60133,0.60133,12.1519392621,0.5954745597,trailing_stop,win,win,1.375,1.375,2.3103237819,2.3103237819,-0.5639373011,True,0.5,0.5,0.5954745597,1.5,33,18.0,0.00018,0.3274474651,15m-1771557300-1-35f7cb,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-1f34fd91c802b09d,1f34fd91c802b09d,s146,GBPUSD,GBPUSDm,long,aggressive_liquidation,2026-02-20T04:45:00Z,2026-02-20T04:45:00Z,2026-02-20T06:05:00Z,1.3441272025,1.34415,1.34415,1.3436378147,1.3436378147,1.3436378147,0.0005121853,1.34906,1.34906,9.5863752422,1.34415,breakeven_stop,win,win,0.625,0.625,1.3862171939,1.3862171939,-0.9566851056,True,0.5,0.5,1.34415,0.0,16,10.0,0.0001,0.1952418583,15m-1771557300-1-e9645a,4h-1771473600--1-45e541,1,liquidity_pool_plus_buffer
trade-dfba6b9d3dbf0bc7,dfba6b9d3dbf0bc7,s146,USDCAD,USDCADm,short,aggressive_liquidation,2026-02-20T10:35:00Z,2026-02-20T10:35:00Z,2026-02-20T13:25:00Z,1.368651562,1.36879,1.36879,1.3695784755,1.3695784755,1.3695784755,0.0007884755,1.36634,1.36634,3.1072620519,1.3695784755,stop_loss,loss,loss,-1.0,-1.0,0.7102313261,0.7102313261,-1.0653469892,False,0.0,1.0,1.3695784755,-1.0,34,15.0,0.00015,0.1902405338,15m-1771576200--1-b1ea0b,4h-1771401600-1-6de5ef,1,15m_zone_distal_plus_buffer
trade-7ec6d0a55f3c9c82,7ec6d0a55f3c9c82,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-20T12:40:00Z,2026-02-20T12:40:00Z,2026-02-20T15:10:00Z,0.595349766,0.59549,0.59549,0.5943202825,0.5943202825,0.5943202825,0.0011697175,0.60133,0.60133,4.9926584838,0.5972445762,trailing_stop,win,win,1.375,1.375,2.1116209683,2.1116209683,-0.9232998566,True,0.5,0.5,0.5972445762,1.5,30,18.0,0.00018,0.1538833094,15m-1771573500-1-576863,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-f6ab94854c2a5459,f6ab94854c2a5459,s146,USDCAD,USDCADm,short,aggressive_liquidation,2026-02-20T12:40:00Z,2026-02-20T12:40:00Z,2026-02-20T12:45:00Z,1.3685815645,1.36871,1.36871,1.369188456,1.369188456,1.369188456,0.000478456,1.36634,1.36634,4.9534335446,1.369188456,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.1495309914,False,0.0,1.0,1.369188456,-1.0,1,15.0,0.00015,0.3135084522,15m-1771585200--1-ffdd8e,4h-1771401600-1-6de5ef,1,liquidity_pool_plus_buffer
trade-bdabd412cc18c631,bdabd412cc18c631,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-02-20T14:00:00Z,2026-02-20T14:00:00Z,2026-02-20T14:05:00Z,155.36822935,155.413,155.413,155.4757734,155.4757734,155.4757734,0.0627734,153.253,153.253,34.4094791743,155.4757734,stop_loss,loss,loss,-1.0,-1.0,0.0,0.3504669175,-1.6248920721,False,0.0,1.0,155.4757734,-1.0,1,10.0,0.01,0.1593031443,15m-1771582500--1-41006e,4h-1771358400-1-a5efee,1,liquidity_pool_plus_buffer
trade-13e9d0690134731d,13e9d0690134731d,s146,USDCAD,USDCADm,short,aggressive_liquidation,2026-02-20T16:30:00Z,2026-02-20T16:30:00Z,2026-02-20T17:25:00Z,1.3690415365,1.36927,1.36927,1.3704585195,1.3704585195,1.3704585195,0.0011885195,1.36634,1.36634,2.4652519374,1.3704585195,stop_loss,loss,loss,-1.0,-1.0,0.3281393364,0.3281393364,-1.0180733257,False,0.0,1.0,1.3704585195,-1.0,11,15.0,0.00015,0.1262074371,15m-1771598700--1-78d9f4,4h-1771401600-1-6de5ef,1,liquidity_pool_plus_buffer
trade-ca512306abe53991,ca512306abe53991,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-02-23T14:40:00Z,2026-02-23T14:40:00Z,2026-02-23T15:15:00Z,0.7076346065,0.70785,0.70785,0.708215409,0.708215409,0.708215409,0.000365409,0.70552,0.70552,6.3764165634,0.707484591,trailing_stop,win,win,1.125,1.125,1.5325293028,1.8061952497,-0.9851974089,True,0.5,0.5,0.707484591,1.0,7,9.0,9e-05,0.2462993522,15m-1771842600--1-35ae01,4h-1771545600-1-680d15,1,swept_wick_plus_buffer
trade-04eec52c89832256,04eec52c89832256,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-23T20:30:00Z,2026-02-23T20:30:00Z,2026-02-24T14:15:00Z,0.5954897725,0.59563,0.59563,0.5943802795,0.5943802795,0.5943802795,0.0012497205,0.60133,0.60133,4.561019844,0.5943802795,stop_loss,loss,loss,-1.0,-1.0,1.1442558556,1.1442558556,-1.1682612232,False,0.0,1.0,0.5943802795,-1.0,213,18.0,0.00018,0.1440322056,15m-1771596000-1-342176,4h-1771344000--1-f34f42,1,15m_zone_distal_plus_buffer
trade-cd5b10d5b072b8ed,cd5b10d5b072b8ed,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-24T04:50:00Z,2026-02-24T04:50:00Z,2026-02-24T12:20:00Z,0.595789788,0.59594,0.59594,0.5949002535,0.5949002535,0.5949002535,0.0010397465,0.60133,0.60133,5.1839558969,0.5949002535,stop_loss,loss,loss,-1.0,-1.0,1.057950183,1.057950183,-1.057950183,False,0.0,1.0,0.5949002535,-1.0,90,18.0,0.00018,0.1731191209,15m-1771895700-1-38971b,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-3ccb942c3f95cbc2,3ccb942c3f95cbc2,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-24T07:20:00Z,2026-02-24T07:20:00Z,2026-02-24T09:20:00Z,0.5959597955,0.59609,0.59609,0.5955002235,0.5955002235,0.5955002235,0.0005897765,0.60133,0.60133,8.8847215852,0.5966797765,trailing_stop,win,win,1.125,1.125,1.6107796767,1.6107796767,-0.559533993,True,0.5,0.5,0.5966797765,1.0,24,18.0,0.00018,0.3052003598,15m-1771910100-1-c5f02c,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-0d240eef73e78a7f,0d240eef73e78a7f,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2026-02-24T08:05:00Z,2026-02-24T08:05:00Z,2026-02-24T11:50:00Z,0.596299808,0.59634,0.59634,0.5955152228,0.5955152228,0.5955152228,0.0008247772,0.60133,0.60133,6.0501183804,0.5955152228,stop_loss,loss,loss,-1.0,-1.0,0.8487140013,0.8487140013,-1.1154526874,False,0.0,1.0,0.5955152228,-1.0,45,18.0,0.00018,0.2182407432,15m-1771916400-1-83105b,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-007bb3097cdae047,007bb3097cdae047,s146,NZDUSD,NZDUSDm,long,conservative_mss,2026-02-24T09:25:00Z,2026-02-24T09:25:00Z,2026-02-24T11:05:00Z,0.5968998435,0.59705,0.59705,0.5959702,0.5959702,0.5959702,0.0010798,0.60133,0.60133,3.9636969809,0.5959702,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0001852195,False,0.0,1.0,0.5959702,-1.0,20,18.0,0.00018,0.1666975366,15m-1771921800-1-21ebf7,4h-1771344000--1-f34f42,1,liquidity_pool_plus_buffer
trade-aed8a40ea9eaa613,aed8a40ea9eaa613,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-02-25T00:20:00Z,2026-02-25T00:20:00Z,2026-02-25T02:45:00Z,155.8412074,155.852,155.852,156.1118052,156.1118052,156.1118052,0.2598052,154.92,154.92,3.5873031025,155.5921948,trailing_stop,win,win,1.125,1.125,1.728217911,1.728217911,-0.3425643521,True,0.5,0.5,155.5921948,1.0,29,10.0,0.01,0.0384903766,15m-1771946100--1-1280b7,4h-1771848000-1-b2310f,1,15m_zone_distal_plus_buffer
trade-9d4a6322e986d446,9d4a6322e986d446,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-02-25T03:30:00Z,2026-02-25T03:30:00Z,2026-02-25T04:15:00Z,155.89620475,155.908,155.908,156.047802,156.047802,156.047802,0.139802,154.92,154.92,7.0671378092,156.047802,stop_loss,loss,loss,-1.0,-1.0,0.8655097924,0.8655097924,-1.0300281827,False,0.0,1.0,156.047802,-1.0,9,10.0,0.01,0.0715297349,15m-1771977600--1-b3f444,4h-1771848000-1-b2310f,1,swept_wick_plus_buffer
trade-b942614b2fc2732e,b942614b2fc2732e,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-02-25T13:20:00Z,2026-02-25T13:20:00Z,2026-02-25T19:00:00Z,156.6041694,156.61,156.61,156.808340025,156.808340025,156.808340025,0.198340025,155.907,155.907,3.5444182282,156.411659975,trailing_stop,win,win,1.125,1.125,1.8453158912,1.8453158912,-0.7915699315,True,0.5,0.5,156.411659975,1.0,68,10.0,0.01,0.050418467,15m-1772022600--1-7a7c07,4h-1771977600-1-1e9d3d,1,liquidity_pool_plus_buffer
trade-0ee5d643c8a35a29,0ee5d643c8a35a29,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-02-25T13:35:00Z,2026-02-25T13:35:00Z,2026-02-25T14:25:00Z,0.708884549,0.70902,0.70902,0.709815489,0.709815489,0.709815489,0.000795489,0.70599,0.70599,3.808977874,0.709815489,stop_loss,loss,loss,-1.0,-1.0,0.2514176815,0.2514176815,-1.030812494,False,0.0,1.0,0.709815489,-1.0,10,9.0,9e-05,0.1131379567,15m-1772010000--1-8d0e5d,4h-1771963200-1-711ec2,1,liquidity_pool_plus_buffer
trade-3b05ed49374ed6cb,3b05ed49374ed6cb,s146,GBPUSD,GBPUSDm,short,aggressive_liquidation,2026-02-25T23:35:00Z,2026-02-25T23:35:00Z,2026-02-26T00:35:00Z,1.35552222,1.3556,1.3556,1.356107802,1.356107802,1.356107802,0.000507802,1.35259,1.35259,5.927507178,1.356107802,stop_loss,loss,loss,-1.0,-1.0,0.3938542975,0.3938542975,-1.1815628926,False,0.0,1.0,1.356107802,-1.0,12,10.0,0.0001,0.1969271488,15m-1772055900--1-85b462,4h-1772006400-1-ac3263,1,liquidity_pool_plus_buffer
trade-6796b94d14460ec8,6796b94d14460ec8,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2026-02-26T05:05:00Z,2026-02-26T05:05:00Z,2026-02-26T05:20:00Z,1.181600913,1.18174,1.18174,1.1821491045,1.1821491045,1.1821491045,0.0004091045,1.17968,1.17968,5.0353882688,1.1821491045,stop_loss,loss,loss,-1.0,-1.0,0.1466617942,0.1466617942,-1.0755198244,False,0.0,1.0,1.1821491045,-1.0,3,8.0,8e-05,0.195549059,15m-1772074800--1-ddcf43,4h-1772006400-1-c11b75,1,liquidity_pool_plus_buffer
trade-66f21d4dd8d5812d,66f21d4dd8d5812d,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-02-26T05:30:00Z,2026-02-26T05:30:00Z,2026-02-26T06:00:00Z,0.7128443475,0.71304,0.71304,0.7133656665,0.7133656665,0.7133656665,0.0003256665,0.71035,0.71035,8.2599837564,0.7133656665,stop_loss,loss,loss,-1.0,-1.0,0.5220064084,0.5220064084,-1.6274317438,False,0.0,1.0,0.7133656665,-1.0,6,9.0,9e-05,0.2763563339,15m-1772070300--1-2903bb,4h-1772006400-1-66abb1,1,swept_wick_plus_buffer
trade-918364619ed2931c,918364619ed2931c,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2026-02-26T06:55:00Z,2026-02-26T06:55:00Z,2026-02-26T07:15:00Z,1.1818109065,1.18187,1.18187,1.18225911,1.18225911,1.18225911,0.00038911,1.17968,1.17968,5.6282285215,1.181286335,trailing_stop,win,win,1.375,1.375,2.4157693197,2.4157693197,-0.5396931459,True,0.5,0.5,1.181286335,1.5,4,8.0,8e-05,0.2055973889,15m-1772085600--1-e96fe2,4h-1772006400-1-c11b75,1,swept_wick_plus_buffer
trade-5e6d884acca7208c,5e6d884acca7208c,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2026-02-26T08:00:00Z,2026-02-26T08:00:00Z,2026-02-26T08:20:00Z,1.181460924,1.18155,1.18155,1.182219108,1.182219108,1.182219108,0.000669108,1.17968,1.17968,2.7947655685,1.180880892,trailing_stop,win,win,1.125,1.125,1.6888155574,1.6888155574,-0.1494527042,True,0.5,0.5,1.180880892,1.0,4,8.0,8e-05,0.1195621634,15m-1772087400--1-023138,4h-1772006400-1-c11b75,1,liquidity_pool_plus_buffer
trade-fb99c0e15170a93f,fb99c0e15170a93f,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-02-27T06:20:00Z,2026-02-27T06:20:00Z,2026-02-27T10:30:00Z,0.712144391,0.71217,0.71217,0.7133856675,0.7133856675,0.7133856675,0.0012156675,0.70599,0.70599,5.0836268963,0.7109543325,trailing_stop,win,win,1.125,1.125,1.546475496,1.546475496,-0.5840412777,True,0.5,0.5,0.7109543325,1.0,50,9.0,9e-05,0.0740334014,15m-1772087400--1-4b338a,4h-1771963200-1-711ec2,1,15m_zone_distal_plus_buffer
trade-8f84d1b14612848a,8f84d1b14612848a,s146,USDCHF,USDCHFm,long,conservative_mss,2026-03-01T23:10:00Z,2026-03-01T23:10:00Z,2026-03-01T23:20:00Z,0.7685084045,0.76831,0.76831,0.767821607,0.767821607,0.767821607,0.000488393,0.77367,0.77367,10.9747682706,0.768798393,trailing_stop,win,win,1.125,1.125,1.8018276265,1.9042041962,-0.4709322206,True,0.5,0.5,0.768798393,1.0,2,22.0,0.00022,0.4504569066,15m-1772224200-1-57e230,4h-1772121600--1-4c7e7b,1,15m_zone_distal_plus_buffer
trade-ccd00068e9e4d1a8,ccd00068e9e4d1a8,s146,USDJPY,USDJPYm,short,conservative_mss,2026-03-02T00:20:00Z,2026-03-02T00:20:00Z,2026-03-02T05:40:00Z,156.379178,156.437,156.437,156.81284025,156.81284025,156.81284025,0.37584025,154.92,154.92,4.0362893543,156.81284025,stop_loss,loss,loss,-1.0,-1.0,0.7290331464,0.7290331464,-1.0084071624,False,0.0,1.0,156.81284025,-1.0,64,10.0,0.01,0.0266070491,15m-1772028000--1-65891d,4h-1771848000-1-b2310f,2,liquidity_pool_plus_buffer
trade-26392e6fa3bc2cb2,26392e6fa3bc2cb2,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-03-02T02:30:00Z,2026-03-02T02:30:00Z,2026-03-02T05:10:00Z,156.26418625,156.273,156.273,156.6098301,156.6098301,156.6098301,0.3368301,154.92,154.92,4.0168619135,156.6098301,stop_loss,loss,loss,-1.0,-1.0,0.3265741393,0.3265741393,-1.1489471992,False,0.0,1.0,156.6098301,-1.0,32,10.0,0.01,0.0296885581,15m-1772413200--1-bcf974,4h-1771848000-1-b2310f,2,liquidity_pool_plus_buffer
trade-1c1a010103d6e7d0,1c1a010103d6e7d0,s146,GBPUSD,GBPUSDm,long,aggressive_liquidation,2026-03-02T05:55:00Z,2026-03-02T05:55:00Z,2026-03-02T06:20:00Z,1.3423771045,1.3422,1.3422,1.339952999,1.339952999,1.339952999,0.002247001,1.3491,1.3491,3.0707596481,1.339952999,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.1036933228,False,0.0,1.0,1.339952999,-1.0,5,10.0,0.0001,0.044503763,15m-1772408700-1-4025f1,4h-1772150400--1-e974bc,2,liquidity_pool_plus_buffer
trade-11325fade36a5309,11325fade36a5309,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-02T11:00:00Z,2026-03-02T11:00:00Z,2026-03-02T11:20:00Z,1.1739186925,1.17394,1.17394,1.173021346,1.173021346,1.173021346,0.000918654,1.17591,1.17591,2.1444417594,1.173021346,stop_loss,loss,loss,-1.0,-1.0,0.0326564735,0.0326564735,-1.2191750104,False,0.0,1.0,1.173021346,-1.0,4,8.0,8e-05,0.0870839293,15m-1772444700-1-c19309,4h-1772409600--1-a6ec4b,1,15m_zone_distal_plus_buffer
trade-7c9d925b1239dcfc,7c9d925b1239dcfc,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-03T00:45:00Z,2026-03-03T00:45:00Z,2026-03-03T01:45:00Z,1.1690684505,1.1691,1.1691,1.1681915875,1.1681915875,1.1681915875,0.0009084125,1.17156,1.17156,2.7080208606,1.1700084125,trailing_stop,win,win,1.125,1.125,1.6952650916,1.6952650916,-0.1210903637,True,0.5,0.5,1.1700084125,1.0,12,8.0,8e-05,0.088065719,15m-1772491500-1-42f054,4h-1772438400--1-3c9293,1,liquidity_pool_plus_buffer
trade-752fafc3457d2d0f,752fafc3457d2d0f,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-03T02:25:00Z,2026-03-03T02:25:00Z,2026-03-03T04:50:00Z,1.169118453,1.16915,1.16915,1.1684715735,1.1684715735,1.1684715735,0.0006784265,1.17156,1.17156,3.5523376519,1.1684715735,stop_loss,loss,loss,-1.0,-1.0,1.0612792985,1.0612792985,-1.5034790062,False,0.0,1.0,1.1684715735,-1.0,29,8.0,8e-05,0.1179199221,15m-1772497800-1-ea68cb,4h-1772438400--1-3c9293,1,liquidity_pool_plus_buffer
trade-331bdb726e0c28f8,331bdb726e0c28f8,s146,GBPUSD,GBPUSDm,long,aggressive_liquidation,2026-03-03T17:40:00Z,2026-03-03T17:40:00Z,2026-03-03T18:00:00Z,1.3317265725,1.33154,1.33154,1.33013349,1.33013349,1.33013349,0.00140651,1.33713,1.33713,3.9743762931,1.33294651,trailing_stop,win,win,1.125,1.125,1.5428258598,1.5428258598,-0.2346232874,True,0.5,0.5,1.33294651,1.0,4,10.0,0.0001,0.0710979659,15m-1772554500-1-ee6b49,4h-1772467200--1-a72e7d,1,liquidity_pool_plus_buffer
trade-89f4a59a0bdd4abc,89f4a59a0bdd4abc,s146,AUDUSD,AUDUSDm,long,aggressive_liquidation,2026-03-03T17:40:00Z,2026-03-03T17:40:00Z,2026-03-03T19:10:00Z,0.701745081,0.70171,0.70171,0.7002749845,0.7002749845,0.7002749845,0.0014350155,0.7102,0.7102,5.9163124022,0.7038625233,trailing_stop,win,win,1.375,1.375,2.2578153337,2.2578153337,-0.0766542243,True,0.5,0.5,0.7038625233,1.5,18,9.0,9e-05,0.0627170926,15m-1772554500-1-36e870,4h-1772496000--1-c3e36b,1,liquidity_pool_plus_buffer
trade-47f852f002b376d0,47f852f002b376d0,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-04T09:10:00Z,2026-03-04T09:10:00Z,2026-03-04T09:45:00Z,1.160037986,1.15979,1.15979,1.158862054,1.158862054,1.158862054,0.000927946,1.17156,1.17156,12.6839277285,1.161181919,trailing_stop,win,win,1.375,1.375,2.166074319,2.166074319,-0.1616473372,True,0.5,0.5,1.161181919,1.5,7,8.0,8e-05,0.0862119132,15m-1772604000-1-74b130,4h-1772438400--1-3c9293,1,liquidity_pool_plus_buffer
trade-1fd715986d058aee,1fd715986d058aee,s146,USDJPY,USDJPYm,short,aggressive_liquidation,2026-03-04T14:50:00Z,2026-03-04T14:50:00Z,2026-03-04T18:10:00Z,157.2691354,157.292,157.292,157.53887655,157.53887655,157.53887655,0.24687655,156.632,156.632,2.6734009366,157.04512345,trailing_stop,win,win,1.125,1.125,1.6445466368,1.6445466368,-0.4496174303,True,0.5,0.5,157.04512345,1.0,40,10.0,0.01,0.0405060748,15m-1772613000--1-0d7f7f,4h-1772409600-1-98cc93,1,liquidity_pool_plus_buffer
trade-2894cb9cf46504a0,2894cb9cf46504a0,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-05T14:05:00Z,2026-03-05T14:05:00Z,2026-03-05T15:30:00Z,1.160578025,1.16058,1.16058,1.158042095,1.158042095,1.158042095,0.002537905,1.17156,1.17156,4.3264030766,1.158042095,stop_loss,loss,loss,-1.0,-1.0,0.1142674765,0.1142674765,-1.1347942496,False,0.0,1.0,1.158042095,-1.0,17,8.0,8e-05,0.0315220625,15m-1772698500-1-568fb1,4h-1772438400--1-3c9293,1,liquidity_pool_plus_buffer
trade-e4df912975d26bfb,e4df912975d26bfb,s146,GBPUSD,GBPUSDm,long,aggressive_liquidation,2026-03-05T19:15:00Z,2026-03-05T19:15:00Z,2026-03-05T20:25:00Z,1.333076648,1.33306,1.33306,1.331633415,1.331633415,1.331633415,0.001426585,1.3491,1.3491,11.2436342735,1.3351998775,trailing_stop,win,win,1.375,1.375,2.243119057,2.243119057,-0.918276864,True,0.5,0.5,1.3351998775,1.5,14,10.0,0.0001,0.0700974705,15m-1772734500-1-d4de5f,4h-1772150400--1-e974bc,1,liquidity_pool_plus_buffer
trade-73e3d03ef993995d,73e3d03ef993995d,s146,AUDUSD,AUDUSDm,long,aggressive_liquidation,2026-03-06T14:05:00Z,2026-03-06T14:05:00Z,2026-03-06T14:40:00Z,0.6996049445,0.69896,0.69896,0.6977151125,0.6977151125,0.6977151125,0.0012448875,0.7102,0.7102,9.0289283168,0.6977151125,stop_loss,loss,loss,-1.0,-1.0,0.3775441556,0.3775441556,-1.0442710687,False,0.0,1.0,0.6977151125,-1.0,7,9.0,9e-05,0.0722956894,15m-1772739900-1-ff55df,4h-1772496000--1-c3e36b,1,15m_zone_distal_plus_buffer
trade-fd6aa8b70d10042e,fd6aa8b70d10042e,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-06T14:05:00Z,2026-03-06T14:05:00Z,2026-03-06T14:10:00Z,1.156297786,1.1558,1.1558,1.15514224,1.15514224,1.15514224,0.00065776,1.17156,1.17156,23.9601070299,1.15514224,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.7939674045,False,0.0,1.0,1.15514224,-1.0,1,8.0,8e-05,0.1216249088,15m-1772801100-1-6fcd90,4h-1772438400--1-3c9293,1,liquidity_pool_plus_buffer
trade-13c0ddf7dd6806e3,13c0ddf7dd6806e3,s146,AUDUSD,AUDUSDm,long,aggressive_liquidation,2026-03-06T17:50:00Z,2026-03-06T17:50:00Z,2026-03-08T21:30:00Z,0.7015550665,0.70142,0.70142,0.6997750095,0.6997750095,0.6997750095,0.0016449905,0.7102,0.7102,5.3374168422,0.6997750095,stop_loss,loss,loss,-1.0,-1.0,0.9908871814,0.9908871814,-1.7325328019,False,0.0,1.0,0.6997750095,-1.0,51,9.0,9e-05,0.0547115622,15m-1772811900-1-fac01d,4h-1772496000--1-c3e36b,1,liquidity_pool_plus_buffer
trade-2841108e34312c84,2841108e34312c84,s146,USDCAD,USDCADm,long,aggressive_liquidation,2026-03-09T00:40:00Z,2026-03-09T00:40:00Z,2026-03-09T03:45:00Z,1.3597379815,1.35977,1.35977,1.3562821825,1.3562821825,1.3562821825,0.0034878175,1.36503,1.36503,1.5081064305,1.3562821825,stop_loss,loss,loss,-1.0,-1.0,0.2236355543,0.2236355543,-1.0292969744,False,0.0,1.0,1.3562821825,-1.0,37,15.0,0.00015,0.0430068374,15m-1772833500-1-cc6648,4h-1772784000--1-88b8c3,1,liquidity_pool_plus_buffer
trade-2e7517a88a94b127,2e7517a88a94b127,s146,AUDUSD,AUDUSDm,long,aggressive_liquidation,2026-03-09T02:25:00Z,2026-03-09T02:25:00Z,2026-03-09T05:40:00Z,0.697824889,0.69786,0.69786,0.6963751795,0.6963751795,0.6963751795,0.0014848205,0.7102,0.7102,8.3107688774,0.700829641,trailing_stop,win,win,1.625,1.625,2.8959729476,2.8959729476,-0.4512329942,True,0.5,0.5,0.700829641,2.0,39,9.0,9e-05,0.0606133873,15m-1773020700-1-fa5eeb,4h-1772496000--1-c3e36b,1,liquidity_pool_plus_buffer
trade-43840fefa502bc15,43840fefa502bc15,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2026-03-09T04:05:00Z,2026-03-09T04:05:00Z,2026-03-09T05:30:00Z,1.1520875975,1.15203,1.15203,1.1506124665,1.1506124665,1.1506124665,0.0014175335,1.17156,1.17156,13.7774521731,1.154865067,trailing_stop,win,win,1.625,1.625,2.8076937864,2.8076937864,-0.134035633,True,0.5,0.5,1.154865067,2.0,17,8.0,8e-05,0.056436056,15m-1773020700-1-77ab21,4h-1772438400--1-3c9293,3,15m_zone_distal_plus_buffer
trade-ea2b5393ea52fd0b,ea2b5393ea52fd0b,s146,USDCAD,USDCADm,long,aggressive_liquidation,2026-03-09T08:05:00Z,2026-03-09T08:05:00Z,2026-03-09T09:05:00Z,1.355887791,1.35599,1.35599,1.3547422595,1.3547422595,1.3547422595,0.0012477405,1.36503,1.36503,7.245096236,1.3572377405,trailing_stop,win,win,1.125,1.125,1.6509843193,1.6509843193,-0.617115498,True,0.5,0.5,1.3572377405,1.0,12,15.0,0.00015,0.1202173048,15m-1773040500-1-457dc4,4h-1772784000--1-88b8c3,1,liquidity_pool_plus_buffer
trade-f8415ada0d949283,f8415ada0d949283,s146,USDCAD,USDCADm,long,aggressive_liquidation,2026-03-09T09:30:00Z,2026-03-09T09:30:00Z,2026-03-09T10:00:00Z,1.3566778205,1.35656,1.35656,1.3548172558,1.3548172558,1.3548172558,0.0017427442,1.36503,1.36503,4.8601508799,1.3548172558,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.1074487837,False,0.0,1.0,1.3548172558,-1.0,6,15.0,0.00015,0.086071149,15m-1773042300-1-08a9d6,4h-1772784000--1-88b8c3,1,liquidity_pool_plus_buffer
trade-dd5932b4dcf86995,dd5932b4dcf86995,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-03-09T23:25:00Z,2026-03-09T23:25:00Z,2026-03-10T00:00:00Z,0.7076446155,0.70769,0.70769,0.708215409,0.708215409,0.708215409,0.000525409,0.69863,0.69863,17.2437091866,0.7069018865,trailing_stop,win,win,1.375,1.375,2.1316726588,2.1316726588,-0.4758197899,True,0.5,0.5,0.7069018865,1.5,7,9.0,9e-05,0.1712951244,15m-1773093600--1-505cb0,4h-1773000000-1-b305aa,1,liquidity_pool_plus_buffer
trade-bcc29cd044369cba,bcc29cd044369cba,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2026-03-10T00:35:00Z,2026-03-10T00:35:00Z,2026-03-10T06:05:00Z,0.706584659,0.70683,0.70683,0.7080454005,0.7080454005,0.7080454005,0.0012154005,0.69863,0.69863,6.7467472656,0.7080454005,stop_loss,loss,loss,-1.0,-1.0,1.1847946418,1.1847946418,-1.0037843493,False,0.0,1.0,0.7080454005,-1.0,66,9.0,9e-05,0.0740496651,15m-1773098100--1-c31ad3,4h-1773000000-1-b305aa,1,liquidity_pool_plus_buffer
